<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.GMKR-12.19,60,20191122,230000,174900.0000000,174960.0000000,174890.0000000,174960.0000000,7
SPFB.GMKR-12.19,60,20191123,000000,174973.0000000,175140.0000000,174973.0000000,174980.0000000,8
SPFB.GMKR-12.19,60,20191125,110000,175144.0000000,176450.0000000,175002.0000000,176362.0000000,220
SPFB.GMKR-12.19,60,20191125,120000,176250.0000000,176250.0000000,174500.0000000,174890.0000000,274
SPFB.GMKR-12.19,60,20191125,130000,174826.0000000,174890.0000000,174081.0000000,174212.0000000,107
SPFB.GMKR-12.19,60,20191125,140000,174198.0000000,174398.0000000,173500.0000000,173660.0000000,257
SPFB.GMKR-12.19,60,20191125,150000,173812.0000000,173817.0000000,173500.0000000,173612.0000000,80
SPFB.GMKR-12.19,60,20191125,160000,173601.0000000,173643.0000000,173410.0000000,173561.0000000,90
SPFB.GMKR-12.19,60,20191125,170000,173550.0000000,174409.0000000,173471.0000000,174185.0000000,125
SPFB.GMKR-12.19,60,20191125,180000,174161.0000000,174667.0000000,173980.0000000,174605.0000000,118
SPFB.GMKR-12.19,60,20191125,190000,174568.0000000,174816.0000000,174463.0000000,174463.0000000,36
SPFB.GMKR-12.19,60,20191125,200000,174511.0000000,174511.0000000,173979.0000000,174010.0000000,27
SPFB.GMKR-12.19,60,20191125,210000,174092.0000000,174102.0000000,174004.0000000,174102.0000000,9
SPFB.GMKR-12.19,60,20191125,220000,174036.0000000,174193.0000000,174031.0000000,174193.0000000,6
SPFB.GMKR-12.19,60,20191125,230000,174102.0000000,174102.0000000,174084.0000000,174084.0000000,8
SPFB.GMKR-12.19,60,20191126,000000,174088.0000000,174088.0000000,173999.0000000,174005.0000000,12
SPFB.GMKR-12.19,60,20191126,110000,174089.0000000,175500.0000000,174089.0000000,174710.0000000,184
SPFB.GMKR-12.19,60,20191126,120000,174709.0000000,175400.0000000,173000.0000000,173345.0000000,924
SPFB.GMKR-12.19,60,20191126,130000,173316.0000000,174090.0000000,173170.0000000,173811.0000000,343
SPFB.GMKR-12.19,60,20191126,140000,173873.0000000,174013.0000000,173500.0000000,174013.0000000,48
SPFB.GMKR-12.19,60,20191126,150000,173941.0000000,173944.0000000,173371.0000000,173430.0000000,104
SPFB.GMKR-12.19,60,20191126,160000,173418.0000000,173791.0000000,173360.0000000,173791.0000000,81
